full_name,Selling_Price,Year,Seller_Type,km_driven,Owner _Type,Fuel_Type,Transmission_type,Mileage(Km/L),Engine(CC),max_power(bHP),,,,,
Hyundai Grand i10 1.2 Kappa Asta,4.25,2015,Dealer,35372,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Audi A6 2.0 TDI,17.99,2014,Dealer,52000,1st  ,Diesel,Automatic,17.68,1968,174,,,,,
Toyota Fortuner 4x4 MT,12.5,2013,Dealer,100000,1st  ,Diesel,Manual,12.55,2982,169,,,,,
Hyundai i10 Magna,2.35,2010,Individual,60000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Nissan Micra Active XL Petrol,2.8,2016,Individual,55000,1st  ,Petrol,Manual,19.49,1198,67,,,,,
Hyundai i10 Sportz,2.49,2011,Dealer,49000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Honda City 1.5 S MT,5.5,2011,Individual,80000,1st  ,Petrol,Manual,17,1497,118,,,,,
Maruti Baleno Zeta 1.2,6.45,2018,Dealer,4000,1st  ,Petrol,Manual,21.4,1197,83,,,,,
Mahindra XUV500 AT W10 FWD,13,2017,Individual,80000,1st  ,Diesel,Automatic,16,2179,140,,,,,
Honda City 1.5 V AT,3.85,2010,Dealer,106000,1st  ,Petrol,Automatic,16.8,1497,118,,,,,
Hyundai Creta 1.6 VTVT E,9.4,2018,Individual,12000,1st  ,Petrol,Manual,15.29,1591,121,,,,,
Honda BRV i-VTEC V MT,8.5,2016,Individual,54750,1st  ,Petrol,Manual,15.4,1497,117,,,,,
Renault Captur 1.5 Diesel RXL,10.5,2019,Individual,15000,1st  ,Diesel,Manual,20.37,1461,108,,,,,
Tata Hexa XM,12,2018,Individual,20000,1st  ,Diesel,Manual,17.6,2179,154,,,,,
Volkswagen Vento Diesel Highline,3.49,2011,Dealer,69988,1st  ,Diesel,Manual,20.54,1598,104,,,,,
Hyundai EON 1.0 Kappa Magna Plus,2.7,2014,Individual,10000,1st  ,Petrol,Manual,20.3,998,68,,,,,
Maruti Baleno Alpha Automatic,7.7,2019,Individual,15000,1st  ,Petrol,Automatic,21.4,1197,83,,,,,
BMW 5 Series 520d Sport Line,41.75,2017,Dealer,12500,1st  ,Diesel,Automatic,22.48,1995,188,,,,,
Mahindra Jeep Commander 750 DI,1.5,1991,Individual,100000,1st  ,Diesel,Manual,0,2112,62,,,,,
Maruti Ertiga ZXI Plus,10.75,2019,Dealer,8400,1st  ,Petrol,Manual,19.01,1462,103,,,,,
Mahindra XUV500 2011-2015 W8 FWD,8.75,2012,Individual,80000,1st  ,Diesel,Manual,15.1,2179,140,,,,,
Hyundai i20 1.4 Asta,8.61,2019,Dealer,16000,1st  ,Diesel,Manual,22.54,1396,89,,,,,
Maruti Ciaz ZDi Plus SHVS,7.45,2016,Individual,103000,1st  ,Diesel,Manual,28.09,1248,89,,,,,
Toyota Innova Crysta 2016-2020 2.4 ZX MT,17.5,2017,Dealer,47000,1st  ,Diesel,Manual,13.68,2393,148,,,,,
Renault KWID RXT,3.5,2017,Individual,18000,1st  ,Petrol,Manual,25.17,799,53,,,,,
Jeep Compass 2.0 Limited Option 4X4,15.99,2017,Dealer,44000,1st  ,Diesel,Manual,16.3,1956,170,,,,,
Renault Duster 85PS Diesel RxE,6,2015,Individual,120000,1st  ,Diesel,Manual,20.45,1461,84,,,,,
Toyota Innova 2.5 VX (Diesel) 8 Seater,9.5,2013,Dealer,106000,1st  ,Diesel,Manual,12.99,2494,101,,,,,
Maruti Swift Dzire AMT ZXI,7.45,2017,Dealer,3700,1st  ,Petrol,Automatic,21.21,1197,82,,,,,
Honda Jazz 1.2 V AT i VTEC,6.45,2016,Dealer,20040,1st  ,Petrol,Automatic,19,1199,89,,,,,
Toyota Innova 2.5 G4 Diesel 7-seater,4.5,2007,Dealer,118000,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Tata Hexa XT,13.3,2017,Individual,30000,1st  ,Diesel,Manual,17.6,2179,154,,,,,
Toyota Yaris G BSIV,10.5,2018,Individual,25000,1st  ,Petrol,Manual,17.1,1496,106,,,,,
Hyundai Verna CRDi,2.6,2009,Dealer,74475,1st  ,Diesel,Manual,16.8,1493,110,,,,,
Hyundai Verna SX,8.85,2018,Dealer,28246,1st  ,Petrol,Manual,17.7,1497,113,,,,,
Toyota Etios Liva G,4.75,2014,Dealer,53000,1st  ,Petrol,Manual,17.71,1197,79,,,,,
Mahindra Scorpio Intelli Hybrid S10,12.7,2017,Dealer,68500,1st  ,Diesel,Manual,15.4,2179,120,,,,,
Honda City i VTEC CVT SV,6.6,2015,Dealer,85118,1st  ,Petrol,Automatic,18,1497,117,,,,,
Mercedes-Benz B-Class B180 Sport,13.95,2013,Dealer,97500,1st  ,Petrol,Automatic,14.8,1595,121,,,,,
Skoda Octavia 2.0 TDI AT L K,21.75,2018,Dealer,29000,1st  ,Diesel,Automatic,19.5,1968,141,,,,,
Maruti Alto K10 VXI AGS,3.88,2015,Dealer,16000,1st  ,Petrol,Automatic,23.95,998,67,,,,,
Chevrolet Sail Hatchback LS ABS,2.5,2012,Individual,120000,1st  ,Diesel,Manual,22.1,1248,77,,,,,
Porsche Boxster S tiptronic,35,2006,Dealer,27000,1st  ,Petrol,Automatic,8.6,2706,265,,,,,
Honda City V MT,8.7,2018,Dealer,20000,1st  ,Petrol,Manual,17.8,1498,119,,,,,
Maruti Wagon R LXI Minor,2.4,2012,Individual,40000,1st  ,Petrol,Manual,18.9,998,67,,,,,
Mahindra XUV500 W5 BSIV,12.4,2018,Dealer,29000,1st  ,Diesel,Manual,15.1,2179,153,,,,,
Tata Zest Revotron 1.2T XM,4.5,2015,Dealer,77607,1st  ,Petrol,Manual,17.57,1193,89,,,,,
Honda Amaze S i-Dtech,4.75,2013,Dealer,42000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
BMW 3 Series 320d Sport,30,2017,Individual,20000,1st  ,Diesel,Automatic,22.69,1995,190,,,,,
Maruti Wagon R VXI,3.55,2012,Dealer,58700,1st  ,Petrol,Manual,21.79,998,67,,,,,
Toyota Fortuner 2016-2021 2.8 4WD AT,28,2017,Dealer,55000,1st  ,Diesel,Automatic,15.04,2755,175,,,,,
Mahindra XUV500 W4,6.75,2015,Individual,50000,1st  ,Diesel,Manual,15.1,2179,140,,,,,
BMW 3 Series GT M Sport Petrol,34,2018,Dealer,70000,1st  ,Petrol,Automatic,15.34,1998,248,,,,,
Hyundai Santro Xing GL,2.9,2011,Dealer,58000,1st  ,Petrol,Manual,0,1086,62,,,,,
Maruti Swift LXI Option,3.8,2016,Individual,46000,1st  ,Petrol,Manual,20.4,1197,82,,,,,
Skoda Octavia 1.9 TDI,2.9,2009,Individual,200000,1st  ,Diesel,Manual,18.7,1896,66,,,,,
Toyota Innova 2.5 E Diesel PS 8-Seater,6.18,2011,Individual,223000,1st  ,Diesel,Manual,0,2494,102,,,,,
Maruti Alto 800 VXI Plus,3.65,2020,Individual,7000,1st  ,Petrol,Manual,22.05,796,47,,,,,
Hyundai Getz 1.5 CRDi GVS,2.25,2008,Dealer,124790,1st  ,Diesel,Manual,17.1,1493,110,,,,,
Tata Nexon 1.5 Revotorq XM,7.9,2018,Dealer,69000,1st  ,Diesel,Manual,21.5,1497,109,,,,,
Hyundai i20 Asta Option 1.4 CRDi,6.85,2015,Dealer,94532,1st  ,Diesel,Manual,22.54,1396,89,,,,,
Toyota Fortuner 4x2 AT,14.49,2014,Dealer,95000,1st  ,Diesel,Automatic,12.55,2982,169,,,,,
Tata Hexa XTA,14.9,2018,Dealer,34000,1st  ,Diesel,Automatic,17.6,2179,154,,,,,
Ford Aspire 1.5 TDCi Titanium Plus,5.5,2016,Individual,111000,1st  ,Diesel,Manual,25.83,1498,99,,,,,
BMW 5 Series 520d Modern Line,21.5,2014,Dealer,70400,1st  ,Diesel,Automatic,18.84,1995,184,,,,,
Maruti Alto 800 LXI,3,2018,Individual,25000,1st  ,Petrol,Manual,24.7,796,47,,,,,
Maruti Swift VXI,4.5,2016,Individual,30000,1st  ,Petrol,Manual,21.21,1197,82,,,,,
Ford Endeavour 3.2 Titanium AT 4X4,28.75,2017,Dealer,43000,1st  ,Diesel,Automatic,10.91,3198,197,,,,,
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,7.95,2015,Dealer,52000,1st  ,Diesel,Manual,22.77,1498,99,,,,,
Mahindra XUV500 AT W10 FWD,11.75,2016,Dealer,99000,1st  ,Diesel,Automatic,16,2179,140,,,,,
Maruti Wagon R VXI BS IV,2.3,2012,Individual,50000,1st  ,Petrol,Manual,18.9,998,67,,,,,
Maruti Ritz VXI,3.4,2012,Dealer,85454,1st  ,Petrol,Manual,21.1,1197,86,,,,,
Ford Figo Petrol ZXI,3.15,2012,Dealer,32000,1st  ,Petrol,Manual,15.6,1196,70,,,,,
Maruti Swift VDI BSIV,4,2014,Individual,70000,1st  ,Diesel,Manual,25.2,1248,74,,,,,
Maruti Alto K10 2010-2014 VXI,2.1,2013,Individual,60000,1st  ,Petrol,Manual,20.92,998,67,,,,,
Hyundai EON Era Plus,1.38,2012,Individual,120000,1st  ,Petrol,Manual,21.1,814,55,,,,,
Maruti Ignis Sigma,4.65,2017,Dealer,35318,1st  ,Petrol,Manual,20.89,1197,82,,,,,
Mahindra Xylo Celebration Edition,4.5,2010,Individual,110000,1st  ,Diesel,Manual,14,2498,112,,,,,
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,17.45,2017,Dealer,47000,1st  ,Diesel,Automatic,11.36,2755,172,,,,,
Maruti Swift ZXI,6.35,2015,Dealer,47529,1st  ,Petrol,Manual,21.21,1197,82,,,,,
Maruti Eeco 5 STR With AC Plus HTR CNG,3.75,2015,Dealer,49000,1st  ,CNG,Manual,15.1,1196,73,,,,,
Honda City S,4.95,2013,Dealer,56000,1st  ,Petrol,Manual,16.8,1497,116,,,,,
Tata Tigor XZ Plus,7.4,2019,Individual,5000,1st  ,Petrol,Manual,20.3,1199,84,,,,,
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,14.45,2017,Dealer,61000,1st  ,Diesel,Automatic,11.36,2755,172,,,,,
Hyundai Verna 1.6 CRDi S Option,8.75,2016,Dealer,52000,1st  ,Diesel,Manual,23.9,1582,126,,,,,
Maruti Wagon R LXI CNG,2.7,2013,Dealer,67370,1st  ,CNG,Manual,26.6,998,58,,,,,
Maruti Wagon R VXI,3.5,2014,Individual,65000,1st  ,Petrol,Manual,20.51,998,67,,,,,
Chevrolet Beat Diesel LT,3,2017,Individual,53000,1st  ,Diesel,Manual,25.44,936,56,,,,,
Honda City i VTEC V,8.75,2017,Dealer,27000,1st  ,Petrol,Manual,17.8,1497,117,,,,,
Maruti Swift Dzire VDi,5.1,2012,Dealer,52000,1st  ,Diesel,Manual,19.3,1248,74,,,,,
Maruti Ritz VDi,3,2014,Individual,75000,1st  ,Diesel,Manual,23.2,1248,74,,,,,
Chevrolet Sail Hatchback 1.2 LT ABS,3.6,2016,Individual,60000,1st  ,Petrol,Manual,18.2,1199,83,,,,,
Hyundai Creta 1.6 CRDi SX Option,8.8,2016,Individual,60000,1st  ,Diesel,Manual,19.67,1582,126,,,,,
Hyundai Xcent 1.2 Kappa Base,4.35,2014,Dealer,49000,1st  ,Petrol,Manual,19.1,1197,82,,,,,
Mercedes-Benz GL-Class Grand Edition Executive,31,2013,Dealer,51000,1st  ,Diesel,Automatic,12,2987,221,,,,,
Maruti Wagon R VXI BS IV,3,2012,Individual,35000,1st  ,Petrol,Manual,18.9,998,67,,,,,
Maruti Ciaz RS ZDi Plus SHVS,7.95,2017,Dealer,70000,1st  ,Diesel,Manual,28.09,1248,89,,,,,
Volkswagen Polo 2015-2019 1.5 TDI Highline,5.6,2015,Dealer,60942,1st  ,Diesel,Manual,20.14,1498,88,,,,,
Hyundai Creta 1.6 SX,9.45,2016,Dealer,46432,1st  ,Petrol,Manual,15.8,1591,121,,,,,
Hyundai Venue SX Plus Turbo DCT BSIV,11,2019,Individual,6500,1st  ,Petrol,Automatic,18.15,998,118,,,,,
Hyundai Verna VTVT 1.6 AT SX Option,11.25,2018,Dealer,16000,1st  ,Petrol,Automatic,17,1591,121,,,,,
Mahindra Scorpio 2009-2014 EX 2WD 7S,5.25,2013,Individual,54000,1st  ,Diesel,Manual,14,2523,75,,,,,
Hyundai Creta 1.6 CRDi SX,11.15,2016,Individual,108000,1st  ,Diesel,Manual,19.67,1582,126,,,,,
Hyundai i10 Sportz 1.2 AT,3.15,2012,Dealer,49000,1st  ,Petrol,Automatic,16.95,1197,79,,,,,
Maruti Swift AMT VVT ZXI,6.75,2018,Dealer,26000,1st  ,Petrol,Automatic,22,1197,82,,,,,
Hyundai EON Sportz,3.35,2014,Dealer,37000,1st  ,Petrol,Manual,21.1,814,55,,,,,
Tata Nexon 1.2 Revotron XT,6.5,2017,Individual,20000,1st  ,Petrol,Manual,17,1198,109,,,,,
Hyundai Verna 1.6 SX,6.19,2012,Dealer,58000,1st  ,Diesel,Manual,22.32,1582,126,,,,,
Ford Endeavour 3.2 Titanium AT 4X4,31.5,2018,Dealer,49000,1st  ,Diesel,Automatic,10.91,3198,197,,,,,
Maruti Baleno RS 1.0 Petrol,6.5,2017,Individual,60000,1st  ,Petrol,Manual,21.1,998,101,,,,,
Maruti Swift VDI BSIV,3.05,2008,Dealer,132000,1st  ,Diesel,Manual,17.8,1248,null,,,,,
Maruti Swift Dzire VXI,3.85,2015,Individual,120000,1st  ,Petrol,Manual,20.85,1197,83,,,,,
Tata Indica Vista Aura Plus 1.3 Quadrajet,1.25,2010,Individual,193000,1st  ,Diesel,Manual,18,1248,75,,,,,
Mercedes-Benz C-Class C 220 CDI Avantgarde,25,2016,Individual,25000,1st  ,Diesel,Automatic,19.27,2143,170,,,,,
Skoda Laura 1.9 TDI AT Ambiente,6,2010,Individual,110000,1st  ,Diesel,Automatic,17,1896,105,,,,,
Hyundai Santa Fe 4X2,12.4,2014,Dealer,72000,1st  ,Diesel,Manual,14.66,2199,194,,,,,
Mahindra XUV500 W8 2WD,7.75,2012,Dealer,74000,1st  ,Diesel,Manual,15.1,2179,140,,,,,
Toyota Etios V,3.25,2011,Dealer,66000,1st  ,Petrol,Manual,16.78,1496,89,,,,,
Maruti Swift Dzire VDI,6.5,2017,Individual,70000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Maruti Wagon R LXI CNG,4.85,2018,Dealer,77000,1st  ,CNG,Manual,26.6,998,58,,,,,
Maruti Swift Dzire VXI 1.2,4.6,2014,Dealer,57028,1st  ,Petrol,Manual,21.21,1197,82,,,,,
Mercedes-Benz C-Class 220 CDI MT,6.75,2006,Dealer,100000,1st  ,Diesel,Manual,15.8,2148,170,,,,,
Volkswagen Vento Petrol Trendline,3.75,2010,Dealer,55000,1st  ,Petrol,Manual,15.04,1598,104,,,,,
Maruti Alto LXi,2.1,2009,Dealer,86240,1st  ,Petrol,Manual,19.7,796,46,,,,,
Honda BRV i-DTEC V MT,7.5,2017,Individual,110000,1st  ,Diesel,Manual,21.9,1498,99,,,,,
Maruti Zen VXi - BS III,1.9,2006,Individual,80000,1st  ,Petrol,Manual,17.3,993,60,,,,,
Hyundai Grand i10 Magna AT,5.85,2017,Dealer,10000,1st  ,Petrol,Automatic,18.9,1197,82,,,,,
Maruti Alto 800 STD,2.9,2020,Individual,5000,1st  ,Petrol,Manual,22.05,796,47,,,,,
Volkswagen Polo 2015-2019 GT TSI,7.4,2016,Individual,40000,1st  ,Petrol,Automatic,17.21,1197,104,,,,,
Hyundai Verna 1.6 SX VTVT (O),6.71,2015,Dealer,54068,1st  ,Petrol,Manual,17.1,1591,121,,,,,
Nissan Terrano XV Premium 110 PS,5.1,2014,Individual,175000,1st  ,Diesel,Manual,19.01,1461,109,,,,,
Volkswagen Polo Petrol Comfortline 1.2L,2.75,2010,Dealer,51000,1st  ,Petrol,Manual,16.47,1198,74,,,,,
Mercedes-Benz C-Class 220 CDI AT,33.5,2017,Dealer,32057,1st  ,Diesel,Automatic,14.84,2143,170,,,,,
Jeep Compass 2.0 Limited,18.8,2017,Dealer,28025,1st  ,Diesel,Manual,17.1,1956,170,,,,,
Maruti Swift VXI,5.5,2019,Individual,5000,1st  ,Petrol,Manual,21.21,1197,82,,,,,
Maruti Swift Dzire VXi,2.5,2010,Individual,52000,1st  ,Petrol,Manual,17.5,1298,86,,,,,
Maruti Baleno Alpha 1.2,7.31,2018,Dealer,14000,1st  ,Petrol,Manual,21.4,1197,83,,,,,
Maruti Wagon R LXI,1.35,2006,Dealer,37000,1st  ,Petrol,Manual,21.79,998,67,,,,,
Maruti Swift VDI,4.3,2013,Dealer,54540,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Hyundai i20 Asta 1.2,4.9,2015,Individual,90000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Chevrolet Sail 1.2 LS,3.3,2015,Individual,25000,1st  ,Petrol,Manual,18.2,1199,82,,,,,
Ford Aspire Titanium Diesel BSIV,6,2016,Individual,80000,1st  ,Diesel,Manual,26.1,1498,99,,,,,
Hyundai Verna 1.6 VTVT SX Option,9.5,2017,Individual,50000,1st  ,Petrol,Manual,17.01,1591,121,,,,,
Kia Carnival Prestige,32,2020,Dealer,8800,1st  ,Diesel,Automatic,14.11,2199,197,,,,,
Hyundai Grand i10 AT Sportz,4.85,2014,Dealer,65000,1st  ,Petrol,Automatic,18.9,1197,82,,,,,
Ford Fiesta 1.4 Duratorq ZXI,2.4,2010,Dealer,68584,1st  ,Diesel,Manual,17.8,1399,68,,,,,
Maruti Ritz LDi,4,2016,Individual,70000,1st  ,Diesel,Manual,23.2,1248,74,,,,,
Maruti Celerio VDi,4.3,2016,Dealer,39500,1st  ,Diesel,Manual,27.62,793,47,,,,,
Honda City i-VTEC S,8.25,2017,Dealer,22000,1st  ,Petrol,Manual,17.4,1497,117,,,,,
Renault Duster 110PS Diesel RxZ,5.5,2013,Dealer,75000,1st  ,Diesel,Manual,19.6,1461,108,,,,,
Maruti Wagon R VXI,1.85,2005,Dealer,96000,1st  ,Petrol,Manual,18.9,998,67,,,,,
Maruti Alto LXi,1.05,2006,Dealer,75000,1st  ,Petrol,Manual,19.7,796,46,,,,,
Tata Bolt Revotron XE,3.49,2016,Individual,20000,1st  ,Petrol,Manual,17.57,1193,89,,,,,
Honda City 1.5 V AT,3.28,2010,Individual,90000,1st  ,Petrol,Automatic,16.8,1497,118,,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,13,2013,Individual,80000,1st  ,Diesel,Manual,12.99,2494,100,,,,,
Hyundai Xcent 1.1 CRDi SX Option,4.5,2014,Individual,120000,1st  ,Diesel,Manual,24.4,1120,71,,,,,
Maruti Swift Dzire VXI 1.2,5.3,2015,Dealer,38000,1st  ,Petrol,Manual,21.21,1197,82,,,,,
Tata Indigo eLX BS IV,3,2011,Individual,70000,1st  ,Diesel,Manual,23.03,1396,69,,,,,
Toyota Corolla Altis VL AT,9.5,2014,Dealer,64000,1st  ,Petrol,Automatic,14.28,1798,138,,,,,
Honda Jazz 1.2 V i VTEC,6.11,2017,Dealer,41615,1st  ,Petrol,Manual,18.7,1199,89,,,,,
Maruti Vitara Brezza VDi,7.5,2018,Individual,30000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Hyundai Creta 1.6 VTVT SX Plus Dual Tone,10.35,2017,Dealer,27000,1st  ,Petrol,Manual,15.29,1591,121,,,,,
Kia Seltos HTX Plus D,19.25,2020,Dealer,1600,1st  ,Diesel,Manual,20.8,1493,113,,,,,
BMW 3 Series 320d,8.15,2011,Dealer,51048,1st  ,Diesel,Automatic,13.2,1995,170,,,,,
Maruti Alto K10 VXI AGS,4.15,2019,Dealer,8000,1st  ,Petrol,Automatic,23.95,998,67,,,,,
Maruti Wagon R LXI CNG Avance Edition,5.17,2019,Dealer,22000,1st  ,CNG,Manual,26.6,998,58,,,,,
Maruti Swift VDI BSIV,5.25,2015,Individual,70000,1st  ,Diesel,Manual,25.2,1248,74,,,,,
BMW 3 Series 320d Sedan,17,2011,Dealer,41000,1st  ,Diesel,Automatic,16.07,1995,181,,,,,
Toyota Fortuner 4x4 MT,15.11,2013,Dealer,92000,1st  ,Diesel,Manual,12.55,2982,169,,,,,
Audi A6 35 TDI,31.5,2017,Dealer,23000,1st  ,Diesel,Automatic,18.53,1968,188,,,,,
Ford Figo Diesel Titanium,2.75,2014,Individual,110000,1st  ,Diesel,Manual,20,1399,68,,,,,
Mahindra XUV500 W8 4WD,5.5,2013,Dealer,58000,1st  ,Diesel,Manual,15.1,2179,140,,,,,
Honda Amaze S i-Dtech,4.5,2015,Individual,120000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Hyundai Creta 1.6 SX Automatic,12.15,2018,Individual,47800,1st  ,Petrol,Automatic,14.8,1591,121,,,,,
Hyundai i20 Active 1.2 S,5.02,2015,Individual,27000,1st  ,Petrol,Manual,17.19,1197,82,,,,,
Ford Fiesta Titanium 1.5 TDCi,3.95,2012,Dealer,78959,1st  ,Diesel,Manual,23.5,1498,90,,,,,
Audi A6 2.0 TDI Premium Plus,16,2011,Dealer,68000,1st  ,Diesel,Automatic,17.68,1968,174,,,,,
Nissan Sunny Diesel XL,3.75,2012,Dealer,100000,1st  ,Diesel,Manual,21.64,1461,85,,,,,
Maruti Swift VXI Optional,4.9,2016,Dealer,58000,1st  ,Petrol,Manual,20.4,1197,82,,,,,
Mahindra XUV500 W8 AWD,9.25,2015,Individual,80000,1st  ,Diesel,Manual,15.1,2179,140,,,,,
Maruti Baleno Alpha 1.2,5.5,2016,Individual,40000,1st  ,Petrol,Manual,21.4,1197,83,,,,,
Toyota Innova Crysta 2016-2020 2.4 G MT BSIV,12.8,2018,Individual,79774,1st  ,Diesel,Manual,13.68,2393,148,,,,,
Maruti Ertiga VXI CNG,8.11,2017,Dealer,27000,1st  ,CNG,Manual,17.5,1373,80,,,,,
Skoda Fabia 1.2 MPI Elegance,1.95,2010,Dealer,49000,1st  ,Petrol,Manual,16.25,1198,75,,,,,
Volkswagen Polo 2015-2019 GT TSI,6.95,2015,Dealer,47700,1st  ,Petrol,Automatic,17.21,1197,104,,,,,
Maruti Ignis 1.2 Zeta BSIV,5.09,2018,Individual,38000,1st  ,Petrol,Manual,20.89,1197,82,,,,,
Hyundai i10 Asta VTVT,3.85,2013,Dealer,18000,1st  ,Petrol,Manual,19.2,1197,null,,,,,
Honda Amaze S i-Dtech,3,2014,Individual,120000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Toyota Corolla Altis G AT,9.65,2016,Dealer,53000,1st  ,Petrol,Automatic,14.28,1798,138,,,,,
Mercedes-Benz GL-Class 350 CDI Luxury,26,2013,Dealer,153000,1st  ,Diesel,Automatic,12,2987,224,,,,,
Maruti Ciaz ZXi Plus,6.5,2016,Individual,55000,1st  ,Petrol,Manual,20.73,1373,91,,,,,
BMW 3 Series 325 Ci Convertible,16,2008,Individual,96000,1st  ,Petrol,Automatic,10.9,2497,215,,,,,
Maruti Celerio VXI,2.4,2015,Individual,110000,1st  ,Petrol,Manual,23.1,998,67,,,,,
Skoda Rapid 1.6 MPI Ambition Plus,5.75,2014,Dealer,65000,1st  ,Petrol,Manual,15,1598,104,,,,,
Toyota Etios Liva G,3.75,2012,Dealer,59523,1st  ,Petrol,Manual,18.3,1197,null,,,,,
Maruti Ciaz VDi,5.6,2014,Individual,120000,1st  ,Diesel,Manual,26.21,1248,89,,,,,
Maruti Swift Dzire VDI,7.9,2018,Dealer,58100,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Maruti Wagon R LXI CNG,3.2,2016,Individual,50000,1st  ,CNG,Manual,26.6,998,58,,,,,
Honda Mobilio V i DTEC,6,2015,Dealer,70000,1st  ,Diesel,Manual,24.2,1498,99,,,,,
Skoda Octavia 2.0 TDI AT L K,19.5,2018,Dealer,63500,1st  ,Diesel,Automatic,19.5,1968,141,,,,,
Hyundai Grand i10 Sportz Petrol BSIV,4.25,2014,Dealer,23113,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Hyundai Santro Xing GLS,3.49,2015,Dealer,76300,1st  ,Petrol,Manual,17.92,1086,62,,,,,
Toyota Etios Liva G Plus,3.95,2016,Dealer,42400,1st  ,Petrol,Manual,18.3,1197,79,,,,,
Hyundai Creta 1.6 CRDi SX,11.15,2017,Dealer,47000,1st  ,Diesel,Manual,19.67,1582,126,,,,,
Maruti Ignis 1.2 AMT Zeta BSIV,5.5,2017,Dealer,32334,1st  ,Petrol,Automatic,20.89,1197,82,,,,,
Hyundai i10 Magna,1.8,2008,Dealer,67000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Chevrolet Beat LS,2.2,2016,Individual,110000,1st  ,Petrol,Manual,18.6,1199,77,,,,,
Volkswagen Polo Petrol Highline 1.2L,6.5,2014,Dealer,20000,1st  ,Petrol,Manual,16.47,1198,74,,,,,
Tata Indigo eLX BS IV,2,2011,Individual,147000,1st  ,Diesel,Manual,23.03,1396,69,,,,,
Renault Duster 85PS Diesel RxZ,9.5,2016,Individual,80000,1st  ,Diesel,Manual,19.87,1461,84,,,,,
Fiat Linea 1.4 Emotion,1.85,2009,Dealer,60000,1st  ,Petrol,Manual,16,1368,90,,,,,
Renault Pulse RxL Optional,2.6,2014,Individual,113000,1st  ,Diesel,Manual,23.08,1461,63,,,,,
Chevrolet Sail Hatchback Diesel,3.1,2013,Individual,189690,1st  ,Diesel,Manual,22.1,1248,77,,,,,
Maruti Alto LXi,1.78,2007,Dealer,69000,1st  ,Petrol,Manual,19.7,796,46,,,,,
Honda BRV i-DTEC V MT,12,2019,Individual,50000,1st  ,Diesel,Manual,21.9,1498,99,,,,,
Maruti Swift Dzire VXI,5.8,2017,Individual,40000,1st  ,Petrol,Manual,20.85,1197,83,,,,,
BMW 3 Series 320d Dynamic,9,2010,Individual,60000,1st  ,Diesel,Automatic,13.2,1995,170,,,,,
Skoda Rapid 1.6 TDI Active,4.4,2012,Dealer,110000,1st  ,Diesel,Manual,20.5,1598,104,,,,,
Honda Amaze S AT i-Vtech,4,2016,Individual,40000,1st  ,Petrol,Automatic,15.5,1198,87,,,,,
Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,28,2017,Dealer,69403,1st  ,Diesel,Manual,14.24,2755,175,,,,,
Hyundai Santro Xing XL,1.25,2006,Individual,60000,1st  ,Petrol,Manual,0,1086,null,,,,,
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,7.25,2016,Individual,125000,1st  ,Diesel,Manual,22.77,1498,99,,,,,
Hyundai i20 Sportz 1.2,5.5,2016,Individual,19000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Mahindra XUV500 W10 2WD,11.7,2015,Dealer,37000,1st  ,Diesel,Manual,16,2179,140,,,,,
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,16,2016,Individual,70000,1st  ,Diesel,Manual,13.68,2393,148,,,,,
Maruti Swift Dzire VXi,5,2012,Dealer,37801,1st  ,Petrol,Manual,17.5,1298,86,,,,,
Volkswagen Jetta 2.0L TDI Trendline,5,2012,Individual,135000,1st  ,Diesel,Manual,19.33,1968,138,,,,,
Mercedes-Benz CLA 200 D Sport Edition,27,2016,Dealer,73000,1st  ,Diesel,Automatic,17.9,2143,136,,,,,
Hyundai i10 Magna,3.1,2010,Dealer,52000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Maruti Estilo LXI,1.6,2010,Individual,43000,1st  ,Petrol,Manual,19.5,1061,null,,,,,
Hyundai i20 1.2 Asta Dual Tone,7.95,2018,Dealer,11000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Hyundai Verna 1.6 SX VTVT,6.75,2017,Individual,50000,1st  ,Petrol,Manual,17.01,1591,121,,,,,
